Title,maybe geolocated,type,By,Latitude,Longitude,Well #,County,Reference URL,CONTENTdm number
Kiowa Creek observation wells (folder 1 of 3) - Page 5,y,well schedule,Lucas,40.0017145,-104.2864323,B1-62-35dd,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2612,2612
Kiowa Creek observation wells (folder 1 of 3) - Page 6,y,well schedule,Lucas,40.0017145,-104.2864323,B1-62-35dcd,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2613,2613
Kiowa Creek observation wells (folder 1 of 3) - Page 7,y,well schedule,Lucas,39.9933639,-104.295187,C1-62-2bcd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2614,2614
Kiowa Creek observation wells (folder 1 of 3) - Page 8,y,well schedule,Lucas,39.9911281,-104.2919254,C1-62-2cad,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2615,2615
Kiowa Creek observation wells (folder 1 of 3) - Page 9,y,well schedule,Lucas,39.9874455,-104.2973328,C1-62-2cd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2616,2616
Kiowa Creek observation wells (folder 1 of 3) - Page 10,y,well schedule,Lucas,39.9821844,-104.2911959,C1-62-11acb,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2617,2617
Kiowa Creek observation wells (folder 1 of 3) - Page 11,y,well schedule,Lucas,39.9793234,-104.2927408,C1-62-11dbb,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2618,2618
Kiowa Creek observation wells (folder 1 of 3) - Page 12,y,well schedule,Lucas,39.9732065,-104.2932129,C1-62-11dcc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2619,2619
Kiowa Creek observation wells (folder 1 of 3) - Page 13,y,well schedule,Lucas,39.9732065,-104.2968607,C1-62-11cd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2620,2620
Kiowa Creek observation wells (folder 1 of 3) - Page 14,y,well schedule,Lucas,39.9777778,-104.3008518,C1-62-11cbb,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2621,2621
Kiowa Creek observation wells (folder 1 of 3) - Page 15,y,well schedule,Lucas,39.9487664,-104.3020535,C1-62-23cbc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2622,2622
Kiowa Creek observation wells (folder 1 of 3) - Page 16,y,well schedule,Lucas,39.9457396,-104.3074608,C1-62-22dbd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2623,2623
Kiowa Creek observation wells (folder 1 of 3) - Page 17,y,well schedule,Lucas,39.9464963,-104.3131685,C1-62-22cda,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2624,2624
Kiowa Creek observation wells (folder 1 of 3) - Page 18,y,well schedule,Lucas,39.9438971,-104.3157434,C1-62-22cd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2625,2625
Kiowa Creek observation wells (folder 1 of 3) - Page 19,y,well schedule,Lucas,39.9346839,-104.2031765,C1-62-27acc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2626,2626
Kiowa Creek observation wells (folder 1 of 3) - Page 20,y,well schedule,Lucas,39.9150359,-104.316473,C1-62-34cd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2627,2627
Kiowa Creek observation wells (folder 1 of 3) - Page 21,y,well schedule,Lucas,39.9160563,-104.3121386,C1-62-34dc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2628,2628
Kiowa Creek observation wells (folder 1 of 3) - Page 22,y,well schedule,Lucas,39.9076294,-104.3156147,C2-62-3bdc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2629,2629
Kiowa Creek observation wells (folder 1 of 3) - Page 23,y,well schedule,Lucas,39.9060822,-104.3197346,C2-62-3bcd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2630,2630
Kiowa Creek observation wells (folder 1 of 3) - Page 24,y,well schedule,Lucas,39.8962383,-104.3213654,C2-62-10bbb,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2631,2631
Kiowa Creek observation wells (folder 1 of 3) - Page 25,y,well schedule,Lucas,39.8960737,-104.3163013,C2-62-10bab,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2632,2632
Kiowa Creek observation wells (folder 1 of 3) - Page 26,y,well schedule,Lucas,39.8965017,-104.3099928,C2-62-10aba,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2633,2633
Kiowa Creek observation wells (folder 1 of 3) - Page 27,y,well schedule,Lucas,39.902823,-104.2984486,C2-62-2ca,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2634,2634
Kiowa Creek observation wells (folder 1 of 3) - Page 28,y,well schedule,Lucas,39.9078269,-104.2790508,C2-62-1bc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2635,2635
Kiowa Creek observation wells (folder 1 of 3) - Page 29,y,well schedule,Lucas,39.8912006,-104.3011093,C2-62-11bcc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2636,2636
Kiowa Creek observation wells (folder 1 of 3) - Page 30,y,well schedule,Lucas,39.8815522,-104.3014956,C2-62-14bbb,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2637,2637
Kiowa Creek observation wells (folder 1 of 3) - Page 31,y,well schedule,Lucas,39.891464,-104.3292189,C2-62-9ad,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2638,2638
Kiowa Creek observation wells (folder 1 of 3) - Page 32,y,well schedule,Lucas,39.8958432,-104.3399048,C2-62-9bb,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2639,2639
Kiowa Creek observation wells (folder 1 of 3) - Page 33,y,well schedule,Lucas,39.8996954,-104.3359566,C2-62-4cd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2640,2640
Kiowa Creek observation wells (folder 1 of 3) - Page 34,y,well schedule,Lucas,39.890575,-104.3366861,C2-62-9cab,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2641,2641
Kiowa Creek observation wells (folder 1 of 3) - Page 35,y,well schedule,Lucas,39.8863272,-104.3354416,C2-62-9dcb,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2642,2642
Kiowa Creek observation wells (folder 1 of 3) - Page 36,y,well schedule,Lucas,39.8849112,-104.3397331,C2-62-9cdc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2643,2643
Kiowa Creek observation wells (folder 1 of 3) - Page 37,y,well schedule,Lucas,39.8809594,-104.3309784,C2-62-16abc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2644,2644
Kiowa Creek observation wells (folder 1 of 3) - Page 38,y,well schedule,Lucas,39.8753607,-104.3363857,C2-62-16cab,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2645,2645
Kiowa Creek observation wells (folder 1 of 3) - Page 39,y,well schedule,Lucas,39.8706838,-104.3400335,C2-62-16ccc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2646,2646
Kiowa Creek observation wells (folder 1 of 3) - Page 40,y,well schedule,Lucas,39.8647548,-104.3450117,C2-62-20add,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2647,2647
Kiowa Creek observation wells (folder 1 of 3) - Page 41,y,well schedule,Lucas,39.8638325,-104.3490458,C2-62-20adc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2648,2648
Kiowa Creek observation wells (folder 1 of 3) - Page 42,y,well schedule,Lucas,39.86739,-104.3494749,C2-62-20aab,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2649,2649
Kiowa Creek observation wells (folder 1 of 3) - Page 43,y,well schedule,Lucas,39.8671265,-104.3531227,C2-62-20ab,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2650,2650
Kiowa Creek observation wells (folder 1 of 3) - Page 44,y,well schedule,Lucas,39.8603407,-104.3511915,C2-62-20dbc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2651,2651
Kiowa Creek observation wells (folder 1 of 3) - Page 45,y,well schedule,Lucas,39.85787,-104.3548393,C2-62-20cdb,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2652,2652
Kiowa Creek observation wells (folder 1 of 3) - Page 46,y,well schedule,Lucas,39.8589571,-104.3465567,C2-62-20dac,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2653,2653
Kiowa Creek observation wells (folder 1 of 3) - Page 47,y,well schedule,Lucas,39.859616,-104.3393898,C2-62-21cb,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2654,2654
Kiowa Creek observation wells (folder 1 of 3) - Page 48,y,well schedule,Lucas,39.8704203,-104.3306351,C2-62-16dcc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2655,2655
Kiowa Creek observation wells (folder 1 of 3) - Page 49,y,well schedule,Lucas,39.8642278,-104.3299484,C2-62-21acc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2656,2656
Kiowa Creek observation wells (folder 1 of 3) - Page 50,y,well schedule,Lucas,39.8605713,-104.3283606,C2-62-21dbd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2657,2657
Kiowa Creek observation wells (folder 1 of 3) - Page 51,y,well schedule,Lucas,39.8743068,-104.3308926,C2-62-16dbd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2658,2658
Kiowa Creek observation wells (folder 1 of 3) - Page 52,y,well schedule,Lucas,39.8765134,-104.3297338,C2-62-16dba,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2659,2659
Kiowa Creek observation wells (folder 1 of 3) - Page 53,y,well schedule,Lucas,39.8827707,-104.3253136,C2-62-16aaa,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2660,2660
Kiowa Creek observation wells (folder 1 of 3) - Page 54,y,well schedule,Lucas,39.8530601,-104.3342829,C2-62-28baa,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2661,2661
Kiowa Creek observation wells (folder 1 of 3) - Page 55,y,well schedule,Lucas,39.8475909,-104.3354416,C2-62-28bd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2662,2662
Kiowa Creek observation wells (folder 1 of 3) - Page 56,y,well schedule,Lucas,39.850688,-104.3394327,C2-62-28bb,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2663,2663
Kiowa Creek observation wells (folder 1 of 3) - Page 57,y,well schedule,Lucas,39.8568158,-104.3452692,C2-62-20ddc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2664,2664
Kiowa Creek observation wells (folder 1 of 3) - Page 58,y,well schedule,Lucas,39.8557287,-104.3520927,C2-62-20cdd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2665,2665
Kiowa Creek observation wells (folder 1 of 3) - Page 59,y,well schedule,Lucas,39.8558604,-104.3577147,C2-62-20cc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2666,2666
Kiowa Creek observation wells (folder 1 of 3) - Page 60,y,well schedule,Lucas,39.846273,-104.3484449,C2-62-29dab,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2667,2667
Kiowa Creek observation wells (folder 1 of 3) - Page 61,y,well schedule,Lucas,39.8501938,-104.3554831,C2-62-29bdb,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2668,2668
Kiowa Creek observation wells (folder 1 of 3) - Page 62,y,well schedule,Lucas,39.8348717,-104.3511057,C2-62-32ac,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2669,2669
Kiowa Creek observation wells (folder 1 of 3) - Page 63,y,well schedule,Lucas,39.8447573,-104.3394756,C2-62-28ccb,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2670,2670
Kiowa Creek observation wells (folder 1 of 3) - Page 64,y,well schedule,Lucas,39.8463059,-104.3568993,C2-62-29ccb,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2671,2671
Kiowa Creek observation wells (folder 1 of 3) - Page 65,y,well schedule,Lucas,39.8507209,-104.3640661,C2-62-30add,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2672,2672
Kiowa Creek observation wells (folder 1 of 3) - Page 66,y,well schedule,Lucas,39.8449879,-104.3655682,C2-62-30dac,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2673,2673
Kiowa Creek observation wells (folder 1 of 3) - Page 67,y,well schedule,Lucas,39.8469319,-104.3714046,C2-62-30caa,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2674,2674
Kiowa Creek observation wells (folder 1 of 3) - Page 68,y,well schedule,Lucas,39.8416929,-104.3693447,C2-62-30dcd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2675,2675
Kiowa Creek observation wells (folder 1 of 3) - Page 69,y,well schedule,Lucas,39.8379693,-104.3668556,C2-62-31abd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2676,2676
Kiowa Creek observation wells (folder 1 of 3) - Page 70,y,well schedule,Lucas,39.8377057,-104.3738079,C2-62-31bdc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2677,2677
Kiowa Creek observation wells (folder 1 of 3) - Page 71,y,well schedule,Lucas,39.832466,-104.3816185,C2-63-36da,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2678,2678
Kiowa Creek observation wells (folder 1 of 3) - Page 72,y,well schedule,Lucas,39.8344433,-104.3852234,C2-63-36db,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2679,2679
Kiowa Creek observation wells (folder 1 of 3) - Page 73,y,well schedule,Lucas,39.8042337,-104.3915534,C3-63-12ca,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2680,2680
Kiowa Creek observation wells (folder 1 of 3) - Page 74,y,well schedule,Lucas,39.7905007,-104.3916607,C3-63-13bd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2681,2681
Kiowa Creek observation wells (folder 1 of 3) - Page 75,y,well schedule,Lucas,39.7781667,-104.3953514,C3-63-24ccb,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2682,2682
Kiowa Creek observation wells (folder 1 of 3) - Page 76,y,well schedule,Lucas,39.7823222,-104.3953943,C3-63-24bcc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2683,2683
Kiowa Creek observation wells (folder 1 of 3) - Page 77,y,well schedule,Lucas,39.7621687,-104.4122601,C3-63-26cd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2684,2684
Kiowa Creek observation wells (folder 1 of 3) - Page 78,y,well schedule,Lucas,39.7406894,-104.3498611,C3-62-32dd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2685,2685
Kiowa Creek observation wells (folder 1 of 3) - Page 79,y,well schedule,Lucas,39.7497636,-104.3417072,C3-62-33bb,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2686,2686
Kiowa Creek observation wells (folder 1 of 3) - Page 80,y,well schedule,Lucas,39.7560984,-104.3410635,C3-62-28ccc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2687,2687
Kiowa Creek observation wells (folder 1 of 3) - Page 81,y,well schedule,Lucas,39.7517433,-104.3562555,C3-62-32baa,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2688,2688
Kiowa Creek observation wells (folder 1 of 3) - Page 82,y,well schedule,Lucas,39.7609811,-104.3469,C3-62-29ad,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2689,2689
Kiowa Creek observation wells (folder 1 of 3) - Page 83,y,well schedule,Lucas,39.764412,-104.3485308,C3-62-29aa,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2690,2690
Kiowa Creek observation wells (folder 1 of 3) - Page 84,y,well schedule,Lucas,39.761377,-104.3503761,C3-62-29ac,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2691,2691
Kiowa Creek observation wells (folder 1 of 3) - Page 85,y,well schedule,Lucas,39.7697723,-104.3470502,C3-62-20ddb,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2692,2692
Kiowa Creek observation wells (folder 1 of 3) - Page 86,y,well schedule,Lucas,39.770564,-104.3576288,C3-62-20ccb,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2693,2693
Kiowa Creek observation wells (folder 1 of 3) - Page 87,y,well schedule,Lucas,39.7853893,-104.3654823,C3-62-18ddd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2694,2694
Kiowa Creek observation wells (folder 1 of 3) - Page 88,y,well schedule,Lucas,39.8091624,-104.3552685,C3-62-8baa,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2695,2695
Kiowa Creek observation wells (folder 1 of 3) - Page 89,y,well schedule,Lucas,39.8091294,-104.3456554,C3-62-8aaa,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2696,2696
Kiowa Creek observation wells (folder 1 of 3) - Page 90,y,well schedule,Lucas,39.8330592,-104.3270302,C2-62-33add,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2697,2697
Kiowa Creek observation wells (folder 1 of 3) - Page 91,y,well schedule,Lucas,39.8200076,-104.3366432,C3-62-4bda,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2698,2698
Kiowa Creek observation wells (folder 1 of 3) - Page 92,y,well schedule,Lucas,39.8577712,-104.3098211,C2-62-22dd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2699,2699
Kiowa Creek observation wells (folder 1 of 3) - Page 93,y,well schedule,Lucas,39.8476239,-104.2976761,C2-62-26bc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2700,2700
Kiowa Creek observation wells (folder 1 of 3) - Page 94,y,well schedule,Lucas,39.8426155,-104.307375,C2-62-27dd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2701,2701
Kiowa Creek observation wells (folder 1 of 3) - Page 95,y,well schedule,Lucas,39.8348387,-104.3121386,C2-62-34ac,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2702,2702
Kiowa Creek observation wells (folder 1 of 3) - Page 96,y,well schedule,Lucas,39.8186232,-104.3039417,C3-62-2bc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2703,2703
Kiowa Creek observation wells (folder 1 of 3) - Page 97,y,well schedule,Lucas,39.8173047,-104.3136406,C3-62-3dbb,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2704,2704
Kiowa Creek observation wells (folder 1 of 3) - Page 98,y,well schedule,Lucas,39.8056349,-104.3163013,C3-62-10bdd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2705,2705
Kiowa Creek observation wells (folder 1 of 3) - Page 99,y,well schedule,Lucas,39.8142061,-104.3176746,C3-62-3cd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2706,2706
Kiowa Creek observation wells (folder 1 of 3) - Page 100,y,well schedule,Lucas,39.7990409,-104.3362999,C3-62-9cdd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2707,2707
Kiowa Creek observation wells (folder 1 of 3) - Page 101,y,well schedule,Lucas,39.8020742,-104.316988,C3-62-10cad,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2708,2708
Kiowa Creek observation wells (folder 1 of 3) - Page 102,y,well schedule,Lucas,39.798843,-104.3160439,C3-62-10cdd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2709,2709
Kiowa Creek observation wells (folder 1 of 3) - Page 103,y,well schedule,Lucas,39.7987771,-104.3118382,C3-62-10dc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/2710,2710
